f0_freq0,f1_freq0,f2_freq0,f3_freq0,f4_freq0,f5_freq0,f6_freq0,f7_freq0,f8_freq0,f9_freq0,f10_freq0,f11_freq0,f12_freq0,f13_freq0,f14_freq0,f15_freq0,f16_freq0,f17_freq0,f18_freq0,f19_freq0,f20_freq0,f21_freq0,f22_freq0,f23_freq0,f24_freq0,f25_freq0,f26_freq0,f27_freq0,f28_freq0,f29_freq0,f30_freq0,f31_freq0,f32_freq0,f33_freq0,f34_freq0,f35_freq0,f36_freq0,f37_freq0,f38_freq0,f39_freq0,f40_freq0,f41_freq0,f42_freq0,f43_freq0,f44_freq0,f45_freq0,f46_freq0,f47_freq0,f48_freq0,f49_freq0,f50_freq0,f51_freq0,f52_freq0,f53_freq0,f54_freq0,f55_freq0,f56_freq0,f57_freq0,f58_freq0,f59_freq0,f60_freq0,f61_freq0,f62_freq0,f63_freq0,f0_freq1,f1_freq1,f2_freq1,f3_freq1,f4_freq1,f5_freq1,f6_freq1,f7_freq1,f8_freq1,f9_freq1,f10_freq1,f11_freq1,f12_freq1,f13_freq1,f14_freq1,f15_freq1,f16_freq1,f17_freq1,f18_freq1,f19_freq1,f20_freq1,f21_freq1,f22_freq1,f23_freq1,f24_freq1,f25_freq1,f26_freq1,f27_freq1,f28_freq1,f29_freq1,f30_freq1,f31_freq1,f32_freq1,f33_freq1,f34_freq1,f35_freq1,f36_freq1,f37_freq1,f38_freq1,f39_freq1,f40_freq1,f41_freq1,f42_freq1,f43_freq1,f44_freq1,f45_freq1,f46_freq1,f47_freq1,f48_freq1,f49_freq1,f50_freq1,f51_freq1,f52_freq1,f53_freq1,f54_freq1,f55_freq1,f56_freq1,f57_freq1,f58_freq1,f59_freq1,f60_freq1,f61_freq1,f62_freq1,f63_freq1,max_param,amp_threshold,length
0.12292063138887571,0.15444899358293593,0.22944664286815694,0.40969599195369855,0.1676823309772274,0.10594161329074278,0.10750614010067543,0.14035761179344175,0.06510981972488399,0.13959210909191952,0.09998067770409566,0.3765698766670404,26.713145064723385,23.59287070754397,10.6290489208687,0.3143812114135996,0.16935198618889077,0.14750546840609288,0.10876791053415649,0.12411103772069666,0.08156525345681366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06950757493385928,0.16409564236255558,0.15376184636551596,0.2885114621261369,0.09277502968589181,0.16245740707182915,0.09395984883373222,0.07682488792265936,0.16713752086685163,0.18437859397009668,0.16461119351047152,29.034155095844124,30.653807129938766,1.4499234652182147,0.5651604253930377,0.12698304172839464,0.09469397873137658,0.15836286401194186,0.10556647694097125,0.13752879887056207,0.05579771567301924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.99,4
0.0428771034417422,0.045238620503616996,0.06172007454448053,0.06369902455720078,0.05282891831722431,0.09523532549957756,0.051877400080949015,0.06692032879440847,0.22224943003072647,0.0527473786316625,0.06994934111350959,0.08806372287384534,20.491276534141836,19.534627974043236,20.421271513340795,2.2278720697348375,0.09311399852474325,0.08445563858294004,0.08387435424577731,0.09947941334202805,0.050621835654865284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07926894910216058,0.05930571835937401,0.07872581383926924,0.04693744818114942,0.08042087870144501,0.05865426600660108,0.06808027915000892,0.05972025979333599,0.3515406525070046,0.0790809135233372,0.09872115109059383,0.133038354837191,0.43240215491336137,29.388454420358457,31.97653775358955,0.5644927872233612,0.07283964753826465,0.06530332496703681,0.09675728306531446,0.03641012953015456,0.17330781372302942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5399999999999996,4
0.1190381157213628,0.11946808649273406,0.12573427583332597,0.14935979018735085,0.09627302606072717,0.23751755782802056,0.15189803671236424,0.1422951818131107,0.18561428113952028,0.133376798057629,0.18541030095869807,0.20792772957428643,24.295238088645956,35.65282190705363,1.2258578827357303,0.18996617717942135,0.1879351615109986,0.15989776189527224,0.20972915656085003,0.15000560620570264,0.07463507783331161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07581384978650463,0.06830594190965625,0.04596774034397267,0.07822592387368059,0.08546645160448613,0.14874796237816404,0.04174700543596631,0.0871462046966266,0.15027345897949793,0.21725599806287738,0.12930130721444377,0.09221882881796829,16.35410564496496,20.502117845735352,23.103185977175833,2.3818794559415633,0.21259788990698533,0.0685837439131188,0.03117081530960762,0.06938243128415167,0.056505522664576945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7599999999999998,4
0.1208253035744544,0.1595785500228272,0.0977107863970287,0.10108152179821482,0.15182504209770667,0.18691034529570225,0.0874705402022855,0.36704945633044583,0.19075325280841068,0.13230202387247203,0.09766060059694617,0.11895337274921122,14.429376514911514,23.123428258591154,21.10869317109278,2.9053908566738804,0.3151998395232074,0.08612970512272652,0.05743488156388918,0.08899960879504372,0.07322636798009578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242402274479258,0.20471711370243975,0.16158559707754036,0.19806860824270692,0.14508474342349273,0.18179382799958915,0.20886714983011515,0.8882900803660432,0.6768957833372699,0.09707059326606379,0.13235843787693272,0.11681055571537645,55.85632498560625,3.562402212548173,0.6143552061286516,0.19071054903115728,0.07188164850231239,0.10346793554706712,0.11657496682182282,0.16086642700934864,0.06947130348838926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8199999999999998,4
0.12682900386217327,0.1842870719755947,0.14141673431225485,0.193876617156469,0.10323035149838888,0.04836184257397152,0.1631189996318061,0.20921993272930697,0.18231850034506514,0.12297481044417521,0.13931442402582966,0.12069286776917981,23.26598845081031,36.74854118943408,1.491109490225512,0.1513901616500035,0.13584354896723366,0.1362382377998539,0.11569118910932764,0.1228529905845602,0.09670358509491296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04952722878812145,0.13764003173711278,0.08130921432975201,0.08197792290713679,0.08715880509228192,0.08687026845416983,0.07679905040370134,0.10507059363564746,0.10666643852884093,0.0967412577874036,0.11742476691273064,0.05996629265289066,18.55896598176307,16.963308999761963,25.46955195195203,1.432728371677297,0.19513566556997172,0.06263035163050533,0.07696325598402767,0.08068777740117444,0.07287577303017889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6299999999999997,4
2.582296856210261,1.7251358254307367,2.586140821286279,2.081720081220284,2.5356863944073256,2.250214883995548,2.065822710716731,2.3888477781978077,2.2696100328506534,2.47135786161431,2.636365446087945,1.8921345063143455,6.368592731343092,8.58900936114666,10.301549299961327,1.8437576312249528,1.8040999879684791,2.5865873253057075,2.0059422171982377,1.9014930997716242,1.1136351477476796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03970207518234867,0.04596666156141948,0.04935788070136827,0.046634405848680824,0.059009416169347,0.05742669169475714,0.040374836997293585,0.05771938790722864,0.044004808202243575,0.032736700640901555,0.03822153061112351,0.02080756894634124,20.65213386728745,21.036649077902087,20.18191793149618,1.1096444775134393,0.1947318897720937,0.08456136344562787,0.07882366548999853,0.06099653727317305,0.06857922535689609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.99,4
0.12583809066565668,0.1467142930918883,0.1240640382259265,0.11213187789805107,0.3659224145027106,0.18355343584328274,0.0857540858949465,0.10218567679959856,0.04624893500063229,0.13380450259230994,0.23681968344676294,0.13442152099625093,21.91636624614488,18.36627299626718,19.869687424564447,1.5536790401036558,0.11421661251350111,0.07607410378322386,0.06369280034744985,0.09192624091364249,0.15062598040401529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18127969544955924,0.18766467126783515,0.2288178142142661,0.12807545415121926,3.2239452954352537,0.4016451845774947,0.08153473297647786,0.07746977902237276,0.0908706982900713,0.1194557069057239,0.13643466552961186,0.1302225454641428,19.854474436174108,35.72543757933014,1.6844348041638701,0.13483729022458973,0.12184768344498764,0.21849168935656704,0.37630013402617263,0.38119506755289373,0.5155650724426324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8499999999999999,4
0.13404705011643347,0.11256323978798768,0.1001215803949872,0.13855621794633388,0.10000207056951643,0.07619590908665941,0.35303939528961725,0.8966957240934816,0.08265242728494962,0.09109359186380754,0.43420679769161763,0.09320868924206414,15.495307687810687,21.739938595771562,21.529992686777806,1.9742765595385285,0.18584833044598273,0.1538824073019963,0.08191302264962916,0.12181872159949997,0.1046392947368442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936538593214556,0.1550060267577559,0.1577662758804363,0.0840843377267671,0.08122521835263141,0.11526035475480625,0.17806126985413293,0.8963146924389556,0.15274861446059934,0.09728670284140117,0.4672277550398159,0.18673547125839915,56.15832555640192,3.2202757230846975,0.47334095105776514,0.7073690564940145,0.12639709574374328,0.26632510714995966,0.11220911344419521,0.15656778064554341,0.11810751068031478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7299999999999998,4
2.333408819196638,2.643913920856958,1.8686139364831027,2.5512659382345393,1.8927410957646271,2.2547804288138567,4.79110219079428,1.6166485840942866,2.6564190749069807,2.441599003576542,1.9941030031545275,1.9449504637332122,5.953335828682501,7.148753440426525,8.748074071651534,3.664629682805282,2.394061602577134,2.3948644170081534,1.8590416943878938,1.4687233466486582,1.3789694562027648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038403186136742457,0.04841586564999608,0.06145079940957326,0.03307357767619361,0.03292411230797525,0.04458415291453518,0.05881702929237152,0.04356330281717124,0.024387854644139735,0.051927481059988755,0.0365926500509467,0.04149078314044577,19.09282939775324,20.656159822101095,21.166873982620736,2.1413663362508726,0.15425162671489426,0.0737937972082474,0.0869352105150452,0.06922763792977465,0.04293139380602743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.99,4
0.07540122041490004,0.09555848203034742,0.09033601561612427,0.09421900585767382,0.0966953311150066,0.13810434940487684,0.11975331075760116,0.07889942508039323,0.14423312191833032,0.09288066660230018,0.09959012947381093,0.07535235871344509,15.893344203584958,22.49305479671022,22.27066813736248,1.6429646756023764,0.11709401754704951,0.10370479017574573,0.1075454070071059,0.09755804090720226,0.07304251411803908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09529026003724178,0.12099060516975609,0.17541070511118767,0.1656528951749931,0.10370547852502601,0.9704467061484622,0.5055847098859987,0.12445542517128384,0.2334243290898242,0.16626287937482617,0.15753107481914455,0.07372696377760084,56.2401068559272,3.78743466549746,0.39667241298604916,0.12113396101470936,0.11854396644929177,0.06266905407138834,0.14789320383441887,0.13129915267118306,0.1017646952629581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7199999999999998,4
