f0_freq0,f1_freq0,f2_freq0,f3_freq0,f4_freq0,f5_freq0,f6_freq0,f7_freq0,f8_freq0,f9_freq0,f10_freq0,f11_freq0,f12_freq0,f13_freq0,f14_freq0,f15_freq0,f16_freq0,f17_freq0,f18_freq0,f19_freq0,f20_freq0,f21_freq0,f22_freq0,f23_freq0,f24_freq0,f25_freq0,f26_freq0,f27_freq0,f28_freq0,f29_freq0,f30_freq0,f31_freq0,f32_freq0,f33_freq0,f34_freq0,f35_freq0,f36_freq0,f37_freq0,f38_freq0,f39_freq0,f40_freq0,f41_freq0,f42_freq0,f43_freq0,f44_freq0,f45_freq0,f46_freq0,f47_freq0,f48_freq0,f49_freq0,f50_freq0,f51_freq0,f52_freq0,f53_freq0,f54_freq0,f55_freq0,f56_freq0,f57_freq0,f58_freq0,f59_freq0,f60_freq0,f61_freq0,f62_freq0,f63_freq0,f0_freq1,f1_freq1,f2_freq1,f3_freq1,f4_freq1,f5_freq1,f6_freq1,f7_freq1,f8_freq1,f9_freq1,f10_freq1,f11_freq1,f12_freq1,f13_freq1,f14_freq1,f15_freq1,f16_freq1,f17_freq1,f18_freq1,f19_freq1,f20_freq1,f21_freq1,f22_freq1,f23_freq1,f24_freq1,f25_freq1,f26_freq1,f27_freq1,f28_freq1,f29_freq1,f30_freq1,f31_freq1,f32_freq1,f33_freq1,f34_freq1,f35_freq1,f36_freq1,f37_freq1,f38_freq1,f39_freq1,f40_freq1,f41_freq1,f42_freq1,f43_freq1,f44_freq1,f45_freq1,f46_freq1,f47_freq1,f48_freq1,f49_freq1,f50_freq1,f51_freq1,f52_freq1,f53_freq1,f54_freq1,f55_freq1,f56_freq1,f57_freq1,f58_freq1,f59_freq1,f60_freq1,f61_freq1,f62_freq1,f63_freq1,max_param,amp_threshold,x_position
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21695408113572925,0.8241007585685004,0.7502083698961423,0.7904779658075772,0.4994665670729509,0.8752692970186245,0.7770101793406989,0.7445178987299055,0.8333763982336981,0.8612736529660863,0.9965767422415776,0.9275133918422006,26.4464567502828,20.241039078032028,2.62496494909421,0.9282290803794935,1.0455533630873053,0.9215064074612682,0.9167288952529657,0.6696738885827948,0.8262153120351298,0.2828869729383142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02973382640902562,0.12848587659344343,0.10012074622670943,0.09794496611275004,0.13466053494780245,0.07549857006893508,0.08438965819999288,0.0967597674198531,0.09981612839509088,0.07410389425014144,0.11074232315772028,7.909093619426534,16.349355408990736,17.689213109987136,17.009226356963097,3.1686223886046743,0.3387860456649967,0.1328767327130729,0.12601684691061585,0.07640172047304775,0.09013463061108601,0.07801684787356475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,2374
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20852712834766704,0.4730838643380027,0.4427728079886142,0.6206423075120897,0.5190154548542657,0.38204854788208475,0.3342822323018053,0.5605476906751135,0.6128206719387521,0.44822738112758,0.42076476455008527,0.5762325991602327,16.252696288965765,26.44609425212381,11.820938677383333,1.047354748145254,0.47226477262760713,0.3795677727049295,0.507986339378248,0.3973011622958514,0.6322331707733364,0.44459736492557544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06443409048318165,0.10429688400700768,0.09232863103239992,0.13962838608678146,0.11558255074617216,0.18949322008347708,0.1018883753657042,0.1149717283420602,0.14324357384392772,0.06798053910258421,0.06609455537215483,0.15287358624244668,0.24190888359688067,0.23356766369078133,27.73372816966428,28.03079719943531,5.407896248359993,0.410284595526378,0.1688506041550652,0.11002280011461293,0.22156510845802352,0.08856260629077777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.3,4395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16716087441727187,0.2614736328741568,0.38794920414455253,0.4175324076441854,0.3127473261529472,0.2639690301529906,0.31271475241311,0.27720511368727424,0.19835891238986736,0.20727528296169315,0.19994034243169184,0.324502562861182,10.231951656814699,14.403935253715245,16.149951921319776,16.29887243141906,2.585220615656117,0.38179410717022055,0.17570552614312254,0.1258541217640812,0.22602959438315354,0.0898553294835968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05593845177849081,0.05517472211405215,0.1666824055533827,0.17851896020343747,0.08871137452539354,0.06097713910890419,0.11531186351129323,0.10448976433730209,0.10976890334781252,0.06901902522611372,0.12787573014347262,0.1697277414147504,0.2854183778894313,33.134071721044705,27.823598657265684,0.8557125727942376,0.1616377934013273,0.09072935655628751,0.09710802036906772,0.10748619176220692,0.07679006735149096,0.0652511603011512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14630217558530148,0.33809091174659767,0.3999958072419294,0.3494323422803443,0.40284308526443285,0.4688623394986076,0.38141351243108673,0.6070809062554928,0.4950597325437277,0.4378427157661638,0.40185046148684633,0.22802909407931213,12.015017379450578,15.060767479137722,13.868147144133252,14.815976785493227,1.7268702440173331,0.4543198636560901,0.3621631942988283,0.38998699987798896,0.41699500229595965,0.23295282345917423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12981281640802764,0.15706622520720753,0.18035036765358461,0.18911171167818427,0.2334944311764685,0.08673710679966035,0.1324427694172035,0.10650925998602577,0.12003329203034378,0.12827632771448977,0.138089857628935,0.15895901451450392,0.36335643631714554,30.781890759644384,28.25544546562841,2.016701989973916,0.21946004526502327,0.15151466624165535,0.06992614109091219,0.14984538956360566,0.191694717374441,0.03928120868587099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46680790899630475,0.868750982984067,0.847234022744771,0.9293946656772389,0.6312792690031318,0.8755281613265635,0.622669471127843,0.6792834903256917,0.5776759823569462,0.8640474105031819,0.6382957005336389,0.6053602211876269,0.9175983204759567,0.7474485806895009,45.633070981043936,3.9758580651956965,0.8609395111812121,0.5903812618568861,0.47924038173768924,0.8414789936829505,0.8016631466368261,0.5459934707323382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04591111600103786,0.0673086296379766,0.052821702690938395,0.14781190160192864,0.05957317603530627,0.041139407135003636,0.08128040850067089,0.055753745810681384,0.06679240380479834,0.06270191954461594,0.0633460791006753,0.0684494452431483,11.58595466041365,20.490180789617373,13.064365511177728,16.79148236148404,0.7907964402253168,0.2493408043442167,0.04818750236932778,0.0711420096303392,0.04706007753723893,0.04859990809398263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33018906008592114,0.20358411851934902,0.37916019891149416,0.23428292105944315,0.40150269309156617,0.3562528028057105,0.5317011214647285,0.4679657575832576,0.32529581758897963,0.3710208364911226,0.55079069242775,0.44759368339075495,10.502330310027741,18.295466633825146,22.875210855119384,5.814890500908246,0.5280195644215067,0.2376839951647625,0.3496708202958495,0.38616077835242896,0.23308263779231894,0.17814420067253658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08638001874740142,0.11715415101865721,0.16683580076334942,0.1787148951830425,0.20376119194995143,0.20007548098835778,0.12525645711965544,0.19911323638803793,0.1969234882750244,0.13527883640780042,0.20651350003899338,0.17896184732562012,0.3540717554288301,0.34202277856434987,11.814811489244462,44.43920594467884,4.16702580045916,0.2596917400737279,0.14524731872282995,0.17919756764387854,0.22950347966117762,0.07425322131686184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18507592116522004,0.19910798774218968,0.26400826640785763,0.24039127096128168,0.23418631396472872,0.2321975987947395,0.3202489213007924,0.3059171935805912,0.24712798671483202,0.3551972227797551,0.27417399917274127,0.3278427523346904,8.284902575830582,16.424964675199686,13.554874342584032,20.08261660984311,1.1732227407832583,0.483454106806368,0.25708412155424437,0.27275925213328,0.1881679536154052,0.09247818673061516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09108605926923669,0.1528099636393399,0.17584423324672457,0.14577883411665526,0.12421170351945619,0.1913170223176243,0.08378822279375474,0.11908419299373872,0.16163922413506818,0.19193988291074604,0.15502495496579582,0.20848789321494196,0.3960662940919748,0.21065540619162895,51.6677599036949,7.695211194138163,1.4683882846950138,0.17107760653048662,0.133259862575247,0.21115236283985728,0.12039338697189533,0.12502351114775134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3859
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1703326916678125,0.36595640643648375,0.41349666407181157,0.3914382036420033,0.42393562538973617,0.3483334368106241,0.28062136330179954,0.44700572237199915,0.5490845120069381,0.42712928474358763,0.42506590322200016,0.4511046755896414,0.5971095728897976,15.238177262681653,22.685475383590127,17.711738508813166,1.6241662874136675,0.326081016552995,0.24049824109298668,0.3033263066360198,0.3548036497316075,0.22511928134354445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09794141583237792,0.1758367632251691,0.20476312035789598,0.18104164923490823,0.167730703022923,0.2822185490587699,0.2565991391002983,0.21211078034226813,0.17084542146352708,0.1292182413651754,0.117105722930072,0.15642390949552767,22.322115240738057,36.62694058841322,1.7428673952888767,0.3635856500032687,0.17906531803128467,0.13349965259913923,0.12841963539878734,0.14859649685329016,0.15083219901298203,0.052242408232190396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3638
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23729404189602732,0.6640001981899488,0.6219462659248312,0.9704056582352475,0.6098690298038695,0.6413458519147712,0.76271785418009,0.6837329000185325,0.5452245013917902,0.6362640676592733,0.6605157314714635,0.5352937464178313,0.8295091976025752,30.066488516893152,20.83613620190028,1.033844977800391,0.6361303962823177,0.6420740625005349,0.5240824764037233,0.7592878179125303,0.6167959098954946,0.487040595705328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04880893792600769,0.051136622009443286,0.10947250547520643,0.07841842397799151,0.10145503350317381,0.08746451709311753,0.10443075545288222,0.12734096838977757,0.09020732991906513,0.057839305006061534,0.07948287518332951,0.051906656342613,7.874810478048855,11.050720657620682,18.301168753511455,21.300596868196624,3.9267363893446343,0.2591373869905215,0.08705659831686398,0.06771396412072188,0.09374854734185352,0.050346426229116205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3878
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1952261167646052,0.4065994215257417,0.40603342160216355,0.3061545464712719,0.28847870180390733,0.397933796076581,0.339312022146672,0.2903979117335842,0.30269995907724745,0.4105434365768553,0.3145956596449412,0.3006458091872681,0.4172505602417913,16.400338627929244,20.068982038782835,19.67046184748164,2.292151346461163,0.25887711477693803,0.3936946048131843,0.26811542291742974,0.19709965851476938,0.07440797547017891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10122368461609683,0.18967506413362842,0.19437300165274213,0.12965167224734717,0.152441403132901,0.13333631877315583,0.1725729718566784,0.20425044959088137,0.12937218407866177,0.13897291298717399,0.18495179303655118,0.0994541362861429,20.34768729683647,36.53462397107419,3.003784951721662,0.5497749664314191,0.3063088580942163,0.45865577159591553,0.44447364511427045,0.2188685845593447,0.17830967871095263,0.1272366834695956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,3818
